12MA050368|ACTARIS|11204031501|0.00|13430932
14MA095293|UNKNOWN|05292054600|0.00|
52920668005|UNKNOWN|05292066800|100.00|
52920668011|UNKNOWN|05292066801|100.00|
52920690002|UNKNOWN|05292069000|100.00|
52920695001|UNKNOWN|05292069500|100.00|
52920695012|UNKNOWN|05292069501|100.00|
52920695013|UNKNOWN|05292069501|0.00|
52920709011|UNKNOWN|05292070901|100.00|
52920709013|UNKNOWN|05292070901|100.00|
52930212012|UNKNOWN|05293021201|0.00|
52930212013|UNKNOWN|05293021201|0.00|
52930212014|UNKNOWN|05293021201|0.00|
52930276004|UNKNOWN|05293027600|0.00|
52930592002|UNKNOWN|05293059200|100.00|
52930613002|UNKNOWN|05293061300|100.00|
52930651003|UNKNOWN|05293065100|100.00|
52930658002|UNKNOWN|05293065800|100.00|
52930699012|UNKNOWN|05293069901|100.00|
52930706011|UNKNOWN|05293070601|100.00|
52930709011|UNKNOWN|05293070901|100.00|
52940312003|UNKNOWN|05294031200|100.00|
52940312004|UNKNOWN|05294031200|100.00|
52940319002|UNKNOWN|05294031900|0.00|
52940345002|UNKNOWN|05294034500|100.00|
52940371003|UNKNOWN|05294037100|100.00|
52940371004|UNKNOWN|05294037100|100.00|
52940376002|UNKNOWN|05294037600|100.00|
52940409002|UNKNOWN|05294040900|0.00|
52940426003|UNKNOWN|05294042600|100.00|
52940430003|UNKNOWN|05294043000|100.00|
52940693011|UNKNOWN|05294069301|100.00|
52940698012|UNKNOWN|05294069801|0.00|
52940698033|UNKNOWN|05294069803|100.00|
08009330|SCHLUMBERGER|03064006200|0.00|10033596
09AC210639|SCHLUMBERGER|15111003401|0.00|14107925
11XF151061|SCHLUMBERGER|11204016702|0.00|13541159
15JU002656|KENTMETERS|15212000501|0.00|13963217
08QL00985|KENTMETERS|10704000200|0.00|10657935
10066872|SCHLUMBERGER|10102036200|0.00|14212001
12BU015556|SCHLUMBERGER|09025045301|0.00|13429563
11065519|UNKNOWN|05191060202|0.00|14202444
